"","verbatimScientificName","countryCode","locality","stateProvince","decimalLatitude","decimalLongitude","year","institutionCode","Range","IntroLat","IntroLong","...12"
"774","Cinnamomum camphora","US",NA,"Florida",28.71859,-82.383919,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"775","Cinnamomum camphora","US",NA,"Florida",29.683533,-82.489662,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"776","Cinnamomum camphora","US",NA,"Florida",28.010873,-81.73871,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"777","Cinnamomum camphora","US",NA,"Florida",28.057417,-82.027273,2016,"iNaturalist","Invasive",28.9786,-96.64609,NA
"778","Cinnamomum camphora","US","Just W of Broad Street","downtown Cairo",30.877523,-84.209487,2006,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"779","Cinnamomum camphora","US",NA,"Florida",28.490538,-81.457379,2017,"iNaturalist","Invasive",28.9786,-96.64609,NA
"780","Cinnamomum camphora","US",NA,"Florida",28.48257,-81.459557,2017,"iNaturalist","Invasive",28.9786,-96.64609,NA
"781","Cinnamomum camphora","US",NA,"Florida",27.934965,-81.575267,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"782","Cinnamomum camphora","US",NA,"Florida",29.66415,-82.382152,2017,"iNaturalist","Invasive",28.9786,-96.64609,NA
"783","Cinnamomum camphora","US",NA,"Mississippi",30.406272,-88.819753,2017,"iNaturalist","Invasive",28.9786,-96.64609,NA
"784","Cinnamomum camphora","US",NA,"Florida",28.045506,-81.781667,2017,"iNaturalist","Invasive",28.9786,-96.64609,NA
"785","Cinnamomum camphora","US",NA,"Louisiana",30.204722,-93.223555,2017,"iNaturalist","Invasive",28.9786,-96.64609,NA
"786","Cinnamomum camphora","US",NA,"Florida",28.314029,-81.450851,2016,"iNaturalist","Invasive",28.9786,-96.64609,NA
"787","Cinnamomum camphora","US",NA,"Texas",29.781397,-95.374388,2017,"iNaturalist","Invasive",28.9786,-96.64609,NA
"788","Cinnamomum camphora","US","Edge of Fat Belly's restaurant parking lot","Springs Street (US 41)",30.3306,-82.7517,2016,"3033991","Invasive",28.9786,-96.64609,NA
"789","Cinnamomum camphora","US","Woods and boat ramp on trail between Twin Canals off of Highway 45 (Barataria Boulevard).; Jean Lafitte National Historical Park and Preserve","Louisiana",29.8044,-90.1189,2005,"LSU","Invasive",28.9786,-96.64609,NA
"790","Cinnamomum camphora","US",NA,"Florida",29.620241,-82.324524,2017,"iNaturalist","Invasive",28.9786,-96.64609,NA
"791","Cinnamomum camphora","US","Corner of Pine Grove Road and Clements Road","Fernandina Beach.",30.6153,-81.5084,2015,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"792","Cinnamomum camphora","US","South Springs Road off FL 267","Quincy.",30.5583,-84.5942,2015,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"793","Cinnamomum camphora","US","E side of S Commerce Street.","Alabama",31.0308,-85.8628,2010,"USF","Invasive",28.9786,-96.64609,NA
"794","Cinnamomum camphora","US","W end of Oakway","Town of Sanford.",28.7419,-81.2567,2013,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"795","Cinnamomum camphora","US","Sanford; SW corner of the intersection of US 17/92 and Lake Mary Boulevard; edges of parking area near Lake Minnie.","Florida",28.7551,-81.2894,2012,"USF","Invasive",28.9786,-96.64609,NA
"796","Cinnamomum camphora","US","N side of West Lake Mary Boulevard","ca. 200 m from its intersection with Country Club Road",28.7565,-81.3203,2011,"3033991","Invasive",28.9786,-96.64609,NA
"797","Cinnamomum camphora","US","Near Sandford; Myrtle Street between S Sanford Avenue [C-425] and Hester Avenue.","Florida",28.7348,-81.2713,2011,"USF","Invasive",28.9786,-96.64609,NA
"798","Cinnamomum camphora","US","Back entrance to the shopping center along County Home Road betwee US 17/92 (South Orlando Drive) and C-427 (Ronald Reagan Boulevard).","Florida",28.7406,-81.2983,2010,"USF","Invasive",28.9786,-96.64609,NA
"799","Cinnamomum camphora","US","Ocala National Forest","0.1 mi. on Forest Service Road 22",29.3475,-81.7342,2007,"3033991","Invasive",28.9786,-96.64609,NA
"800","Cinnamomum camphora","US","Deep Creek Preserve (Southwest Florida Water Management District property)","ca. 900 ha on W side of Peace River",27.0333,-82,2008,"3033991","Invasive",28.9786,-96.64609,NA
"801","Cinnamomum camphora","US","Blountstown; Greenway","75 m E of Pear Street.",30.4456,-85.0439,2009,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"802","Cinnamomum camphora","US","Colt Creek State Park","Along channelized Colt Creek",28.3061,-82.0472,2009,"3033991","Invasive",28.9786,-96.64609,NA
"803","Cinnamomum camphora","US","Tomoka State Park","Ca. 1.1 km SSE of the Old Dixie Highway bridge at the Tomoka River.",29.3322,-81.0817,2006,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"804","Cinnamomum camphora","US","Crescent City","US 17",29.4411,-81.5122,2001,"3033991","Invasive",28.9786,-96.64609,NA
"805","Cinnamomum camphora","US",NA,"Florida",29.68843,-82.0141,2013,"FLAS","Invasive",28.9786,-96.64609,NA
"806","Cinnamomum camphora","US",NA,"Florida",29.663083,-82.544017,2012,"FLAS","Invasive",28.9786,-96.64609,NA
"807","Cinnamomum camphora","US",NA,"Florida",29.201,-82.041517,2006,"FLAS","Invasive",28.9786,-96.64609,NA
"808","Cinnamomum camphora","US",NA,"Florida",30.747667,-81.741667,1999,"FLAS","Invasive",28.9786,-96.64609,NA
"809","Cinnamomum camphora","US",NA,"Florida",29.3475,-81.734167,2007,"FLAS","Invasive",28.9786,-96.64609,NA
"810","Cinnamomum camphora","US",NA,"Texas",29.76037,-95.605533,2016,"iNaturalist","Invasive",28.9786,-96.64609,NA
"811","Cinnamomum camphora","US",NA,"Louisiana",30.44145,-91.16745,2016,"iNaturalist","Invasive",28.9786,-96.64609,NA
"812","Cinnamomum camphora","US",NA,"Florida",29.645723,-82.346733,2016,"iNaturalist","Invasive",28.9786,-96.64609,NA
"813","Cinnamomum camphora  (L.) J. Presl","US","Foothills Sierra Nevada Mountains: 1.1 mi. NW (320Â°) of Coloma","Little Rd. along the NE side of South Fork American River; 0.2 mile north of CA-49. Elev. given as 700 ft.",38.811944,-120.903333,2013,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"814","Cinnamomum camphora","US","Kapahi","roadside at end of Kapahi Rd.",22.1042,-159.342,2007,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"815","Cinnamomum camphora","US","Vicinity of Covington","Louisiana",30.47528,-90.10083,1920,"LSU","Invasive",28.9786,-96.64609,NA
"816","Cinnamomum camphora","US","SLC campus near Music Building.","Louisiana",30.50417,-90.46111,1957,"LSU","Invasive",28.9786,-96.64609,NA
"817","Cinnamomum camphora","US","On Aster Street","about 50 feet from the intersection of Aster St. and Nicholson Extension",30.45056,-91.15444,1997,"3033991","Invasive",28.9786,-96.64609,NA
"818","Cinnamomum camphora","US","Behind 906 North Sixth Street in Baton Rouge.","Louisiana",30.45056,-91.15444,1995,"LSU","Invasive",28.9786,-96.64609,NA
"819","Cinnamomum camphora","US","Scattered on North side of U.S. 190","20 miles west of Opelousas.",30.532896,-92.418462,1973,"UNKNOWN","Invasive",28.9786,-96.64609,NA
"820","Cinnamomum camphora","US","Fencerows along FM 517 (Ave. J) near 26th Street","San Leon.",29.48306,-94.92194,1974,"UNKNOWN","Invasive",28.9786,-96.64609,NA
"821","Cinnamomum camphora","US",NA,"Louisiana",29.99111,-90.40056,1994,"LSU","Invasive",28.9786,-96.64609,NA
"822","Cinnamomum camphora","US","@.5 mi. N of exit 206 off I-10 Laplace along the edge of the woods at the side of the road.","Louisiana",30.106197,-90.490645,2002,"LSU","Invasive",28.9786,-96.64609,NA
"823","Cinnamomum camphora","US","About 150 to 200 yards from bridge Interstate 10.","Louisiana",30.762747,-90.809725,1973,"LSU","Invasive",28.9786,-96.64609,NA
"824","Cinnamomum camphora","US","Collected outside of Bel on Hwy 190.","Louisiana",30.51972,-93.08444,1983,"LSU","Invasive",28.9786,-96.64609,NA
"825","Cinnamomum camphora","US","Abandoned homesite near Rodriguez residence","St. Rose",29.967413,-90.323925,1972,"3033991","Invasive",28.9786,-96.64609,NA
"826","Cinnamomum camphora","US","Beside McCarty Hall","University of Florida campus",29.64833,-82.34944,1967,"3033991","Invasive",28.9786,-96.64609,NA
"827","Cinnamomum camphora","US","College Campus","Orleans Parish.",30.03333,-89.95,1954,"UNKNOWN","Invasive",28.9786,-96.64609,NA
"828","Cinnamomum camphora","US",NA,"Louisiana",30.45056,-91.15444,1927,"LSU","Invasive",28.9786,-96.64609,NA
"829","Cinnamomum camphora","US","Beside La. 677 east of La. 31 in New Iberia north of Iberia Sugar Cooperative.","Louisiana",30.00333,-91.81861,1987,"LSU","Invasive",28.9786,-96.64609,NA
"830","Cinnamomum camphora","US","Found 3 mi out of Reeves on Hwy 90.","Louisiana",30.51834,-93.008328,1983,"LSU","Invasive",28.9786,-96.64609,NA
"831","Cinnamomum camphora","US","Collected from city park","shade trees around Tad Gormley Stadium.",29.98972,-90.09944,1987,"UNKNOWN","Invasive",28.9786,-96.64609,NA
"832","Cinnamomum camphora","US","South of LSU Campus off Highland Road in Old Highway Cemetary.","Louisiana",30.45056,-91.15444,1975,"LSU","Invasive",28.9786,-96.64609,NA
"833","Cinnamomum camphora","US",NA,"Louisiana",29.9,-91.916667,1938,"LSU","Invasive",28.9786,-96.64609,NA
"834","Cinnamomum camphora","US","Avery Island","edage of woods and along trails near the main office building and the Marsh House.",29.9,-91.916667,1988,"UNKNOWN","Invasive",28.9786,-96.64609,NA
"835","Cinnamomum camphora","US","Between railroad and U.S. 190 ca. 4 miles west of Kinder.","Louisiana",30.485263,-92.917942,1981,"LSU","Invasive",28.9786,-96.64609,NA
"836","Cinnamomum camphora","US",NA,"Connecticut",41.81027,-72.25583,2005,"CNH","Invasive",28.9786,-96.64609,NA
"837","Cinnamomum camphora","US",NA,"Connecticut",41.80916,-72.25416,1982,"CNH","Invasive",28.9786,-96.64609,NA
"838","Cinnamomum camphora","US","University of California","Riverside",33.973611,-117.327222,1968,"UNKNOWN","Invasive",28.9786,-96.64609,NA
"839","Cinnamomum camphora","US","City of Charleston at northern end","ca 300 m W of Charleston Harbor at large cemetery",32.81,-79.95,2011,"UNKNOWN","Invasive",28.9786,-96.64609,NA
"840","Cinnamomum camphora","US","Hitching Post Farms","Hwy 40",29.22,-81.47,1994,"3033991","Invasive",28.9786,-96.64609,NA
"841","Cinnamomum camphora","US",NA,"Hawaii",20.6,-156.4,1962,"CPNWH","Invasive",28.9786,-96.64609,NA
"842","Cinnamomum camphora","US",NA,"Hawaii",20.6,-156.4,1962,"CPNWH","Invasive",28.9786,-96.64609,NA
"843","Cinnamomum camphora","US",NA,"California",30,0,1986,"CPNWH","Invasive",28.9786,-96.64609,NA
"844","Cinnamomum camphora","US","Maui Island","east",20.6,-156.4,1962,"3033991","Invasive",28.9786,-96.64609,NA
"845","Cinnamomum camphora","US","Maui Island","east",20.6,-156.4,1962,"3033991","Invasive",28.9786,-96.64609,NA
"846","Cinnamomum camphora","US",NA,"Texas",29.781313,-95.374519,2016,"iNaturalist","Invasive",28.9786,-96.64609,NA
"847","Cinnamomum camphora","US","near the Sabine River off Texas 12 in Deweyville; Deweyville","Texas",30.303367,-93.74425,2011,"LSU","Invasive",28.9786,-96.64609,NA
"848","Cinnamomum camphora","US",NA,"California",34.163305,-118.384178,2015,"iNaturalist","Invasive",28.9786,-96.64609,NA
"849","Cinnamomum camphora (L.) Nees & Eberm.","US","Missouri Botanical Garden. Desert House and Temperate House.","Missouri",38.6,-90.25,1991,"MO","Invasive",28.9786,-96.64609,NA
"850","Cinnamomum camphora (L.) J. Presl","US","Tenzing Momo Inc.","93 Pike",47.6087,-122.3405,2001,NA,"Invasive",28.9786,-96.64609,NA
"851","Cinnamonum camphora T. Nees & Eberm.","US","Global Foods Market","421 N. Kirkwood Rd.",38.3458,-90.2428,2000,"9","Invasive",28.9786,-96.64609,NA
"852","Cinnamomum camphora (L.) J. Presl","US","Seattle.  Tenzing Momo","93 Pike.",47.60639,-122.33083,1999,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"853","Cinnamomum camphora (L.) J. Presl","US","City of Seattle: Pikes Place Market - Tenzing Momo; 93 Pikes Place Market","98101",47.66666,-122.58333,1998,"3033991","Invasive",28.9786,-96.64609,NA
"854","Cinnamomum camphora","US",NA,"Florida",29.093212,-80.971962,2016,"iNaturalist","Invasive",28.9786,-96.64609,NA
"855","Cinnamomum camphora","US","end of Kapahi Rd.","Hawaii",22.1042,-159.342,2007,"BPBM","Invasive",28.9786,-96.64609,NA
"856","Cinnamomum camphora (L.) J.Presl","US",NA,"Louisiana",30.46744,-90.10525,1920,"MNHN","Invasive",28.9786,-96.64609,NA
"857","Cinnamomum camphora (L.) J.Presl","US",NA,"Texas",28.9786,-96.64609,1915,"MNHN","Invasive",28.9786,-96.64609,NA
"858","Cinnamomum camphora (L.) J.Presl","US",NA,"Louisiana",30.46765,-90.10459,1920,"MNHN","Invasive",28.9786,-96.64609,NA
"859","Cinnamomum camphora (L.) Siebold","US","University of Connecticut Ecology and Evolutionary Biology Greenhouses","Connecticut",41.81027,-72.25583,2005,"UConn","Invasive",28.9786,-96.64609,NA
"860","Cinnamomum camphora (L.) Siebold","US","University of Connecticut","Connecticut",41.80916,-72.25416,1982,"UConn","Invasive",28.9786,-96.64609,NA
"861","Cinnamomum camphora (L.) J. Presl","US","In Mobile Bay along shores in Bayfront Park in Daphne west of US-98 at the end of Daphne Park Dive and North Yancy Branch. Coastal lowlandsdistrict of the East Gulf Coast Plain. Bridgehead Quad","Alabama",30.63056,-87.91888,2004,"UA","Invasive",28.9786,-96.64609,NA
"862","Cinnamomum camphora (L.) J. Presl","US","Co. Hwy 270A at Eddie Williams Road (dirt); Sycamore Quad","Florida",30.60083,-84.78722,2004,"UA","Invasive",28.9786,-96.64609,NA
"863","Cinnamomum camphora (L.) J. Presl","US","Mobile; Adam's Mark Hotel","Government Street at Water Street",30.69028,-88.03833,2003,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"864","Cinnamomum camphora (L.) J. Presl","US","vicinity of Gulfport","White Star Rd. at0.1 mi W of junction with Three Rivers Rd. T6S R10W S7",30.5,-89.1,1999,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"865","Cinnamomum camphora (L.) J. Presl","US","Bienville Blvd. near water tower","Dauphin Island",30.25389,-88.11195,1965,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"866","Cinnamomum camphora (L.) J. Presl","US","1/4 mile south of Calvert","Alabama",31.15083,-88.01,1950,"UA","Invasive",28.9786,-96.64609,NA
"867","Cinnamomum camphora","US","Na Pali Coast","Hanakapiai Valley",22.1833,-159.583,1980,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"868","Cinnamomum camphora","US","East Maui","Haleakala near Ulupalakua in 1675 lava flow",20.6,-154.4,1962,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"869","Cinnamomum camphora","US","East Maui","Ulupalakua",20.6333,-156.383,2002,"3033991","Invasive",28.9786,-96.64609,"GEODETIC_DATUM_ASSUMED_WGS84"
"870","Cinnamomum camphora","US","East Maui","Haleakala near Ulupalakua in 1675 lava flow",20.6,-154.4,1962,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
